Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
3524,2:08:58,Zablon Chumba,KEN,28.12.1991,1,Porto,07.11.2021,Men,Marathon
3524,2:08:58,Mike Kiptum Boit,KEN,14.09.1992,3,Guangzhou,08.12.2019,Men,Marathon
3524,2:08:58,El Hassan El Abbassi,BRN,13.04.1984,2,Shanghai,17.11.2019,Men,Marathon
3536,2:27:47,Lucy Karimi,KEN,06.10.1986,1,Wuhan,16.04.2023,Women,Marathon
3536,2:27:47,Lucy Cheruiyot,KEN,04.01.1997,5,Wien,12.09.2021,Women,Marathon
3536,2:27:47,Yuka Ando,JPN,16.03.1994,9,Tokyo,15.10.2023,Women,Marathon
3536,2:27:47,Derartu Hailu,ETH,08.05.2000,1,Xuzhou,05.11.2023,Women,Marathon
3536,2:27:47,Nigist Muluneh,ETH,15.05.1997,1,Shaoxing,26.11.2023,Women,Marathon
3536,2:27:47,Obse Abdeta,ETH,07.09.2000,3,Shanghai,17.11.2019,Women,Marathon
3536,2:27:47,Stephanie Bruce,USA,14.01.1984,6,Chicago,13.10.2019,Women,Marathon
3536,2:27:47,Ebsite Tilahun,ETH,13.10.2001,6,Košice,02.10.2022,Women,Marathon
3536,2:27:47,Lindsay Flanagan,USA,24.01.1991,9,Hősök tere,26.08.2023,Women,Marathon
3536,2:27:47,Monica Chebet,KEN,07.02.1997,2,Harbin,31.08.2025,Women,Marathon
3536,2:27:47,Kasanesh Baze,ETH,23.10.1999,12,Frankfurt,27.10.2024,Women,Marathon
3536,2:27:47,Zinash Debebe,ETH,12.10.1996,4,Sevilla,25.02.2018,Women,Marathon
3536,2:27:47,Monica Chebet,KEN,07.02.1997,3,Taiyuan,22.09.2024,Women,Marathon
3536,2:27:47,Deena Kastor,USA,14.02.1973,7,Chicago,11.10.2015,Women,Marathon
3536,2:27:47,Melkam Gizaw,ETH,17.09.1990,7,Ottawa,24.05.2015,Women,Marathon
3536,2:27:47,Iwona Lewandowska,POL,19.02.1985,11,London,26.04.2015,Women,Marathon
3536,2:27:47,Sechale Dalasa,ETH,20.09.1991,9,Dubai,24.01.2014,Women,Marathon
3536,2:27:47,Jeļena Prokopčuka,LAT,21.09.1976,3,New York,03.11.2013,Women,Marathon
3536,2:27:47,Ashete Bekere,ETH,17.04.1988,1,Košice,06.10.2013,Women,Marathon
3536,2:27:47,Ashu Kasim,ETH,20.10.1984,2,Houston,30.01.2011,Women,Marathon
3536,2:27:47,Berhane Adere,ETH,23.11.1973,7f1,Dubai,16.01.2009,Women,Marathon
3536,2:27:47,Yebrgual Melese,ETH,18.04.1990,2,Dongying,05.05.2018,Women,Marathon
3536,2:27:47,Rosa Mota,POR,29.06.1958,1,Osaka,28.01.1990,Women,Marathon
3555,2:08:59,Omar Ait Chitachen,MAR,15.03.1995,3,Xiamen,02.04.2023,Men,Marathon
3555,2:08:59,Michael Kosgei Rotich,KEN,29.10.1982,2,Milano,01.12.2002,Men,Marathon
3555,2:08:59,Daniele Caimmi,ITA,17.12.1972,3,Milano,01.12.2002,Men,Marathon
3555,2:08:59,Jackson Kobut Kipkoech,KEN,12.02.1988,8,Amsterdam,17.10.2010,Men,Marathon
3555,2:08:59,Samuel Rutto,KEN,01.01.1994,3,Ljubljana,25.10.2015,Men,Marathon
3555,2:08:59,Patrick Muturi,KEN,09.12.1972,5,Chicago,19.10.1997,Men,Marathon
3555,2:08:59,Takuya Noguchi,JPN,02.07.1988,1,Gold Coast,02.07.2017,Men,Marathon
3555,2:08:59,Naoya Sakuda,JPN,17.12.1994,4,Otsu,08.03.2020,Men,Marathon
3555,2:08:59,Abdolsalam Serrokh,MAR,01.01.1970,6,Rotterdam,18.04.1999,Men,Marathon
3555,2:08:59,Elijah Korir,KEN,15.04.1978,2,Torino,26.03.2000,Men,Marathon
3555,2:08:59,Evans Korir,KEN,10.07.1987,10,Daegu,02.04.2023,Men,Marathon
3555,2:08:59,Antonio Peña,ESP,26.08.1970,5,Rotterdam,16.04.2000,Men,Marathon
3555,2:08:59,Hicham Ouladha,MAR,31.01.1995,24,Sevilla,23.02.2025,Men,Marathon
3555,2:08:59,Filmon Ande,ERI,10.02.1998,5,Houston,19.01.2025,Men,Marathon
3555,2:08:59,Ilham Tanui Özbilen,TUR,05.03.1990,6,Milano,07.04.2024,Men,Marathon
3555,2:08:59,Alberto Juzdado,ESP,20.08.1966,2,Tokyo,10.02.2002,Men,Marathon
3555,2:08:59,Robert Kipkoech Cheruiyot,KEN,26.09.1978,1,Milano,01.12.2002,Men,Marathon
3555,2:08:59,Joshua Cheptegei,UGA,12.09.1996,37,Valencia,03.12.2023,Men,Marathon
3555,2:08:59,Cybrian Kotut,KEN,06.06.1992,1,Firenze,28.11.2021,Men,Marathon
3555,2:08:59,Naoki Koyama,JPN,12.05.1996,22,Tokyo,06.03.2022,Men,Marathon
3555,2:08:59,Samuel Kiplimo Kosgei,KEN,20.01.1986,12,Barcelona,08.05.2022,Men,Marathon
3555,2:08:59,Barnabas Kiptum,KEN,08.12.1986,15,Autzen Complex,17.07.2022,Men,Marathon
3555,2:08:59,Samuel Naibei Kiplimo,KEN,17.06.1993,4,Mersin,14.12.2025,Men,Marathon
3555,2:08:59,Martin Hehir,USA,19.12.1992,1,Chandler,20.12.2020,Men,Marathon
3559,2:27:48,Rosaria Console,ITA,17.12.1979,2,Paris,06.04.2003,Women,Marathon
3559,2:27:48,Gerda Steyn,RSA,03.03.1990,11,New York,03.11.2019,Women,Marathon
3559,2:27:48,Sun-Young Lee,KOR,20.08.1984,2,Seoul,14.03.2009,Women,Marathon
3559,2:27:48,Kara Goucher,USA,09.07.1978,9,Olympiastadion,23.08.2009,Women,Marathon
3559,2:27:48,Pamela Rotich,KEN,25.12.1984,1,Daegu,02.04.2017,Women,Marathon
3559,2:27:48,Fate Tola,GER,22.10.1987,1,Hannover,09.04.2017,Women,Marathon
3559,2:27:48,Motu Megersa,ETH,22.10.1994,1,Dublin,27.10.2019,Women,Marathon
3559,2:27:48,Angelika Mach,POL,07.09.1991,3,Debno,18.04.2021,Women,Marathon
3559,2:27:48,Aurelia Jerotich Kiptui,KEN,18.12.1996,2,Enschede,13.04.2025,Women,Marathon
3559,2:27:48,Bong-Sil Ham,PRK,24.07.1974,1,Pyongyang,13.04.2003,Women,Marathon
3569,2:27:49,Aberu Ayana,ETH,17.09.2000,5,Wuhan,23.03.2025,Women,Marathon
3569,2:27:49,Mare Dibaba,ETH,20.10.1989,5,Xiamen,05.01.2025,Women,Marathon
3569,2:27:49,Nigist Muluneh,ETH,15.05.1997,2,Riyadh,10.02.2024,Women,Marathon
3569,2:27:49,Genet Habela Abdurkadir,ETH,30.11.1997,3,Dublin,29.10.2023,Women,Marathon
3569,2:27:49,Ying Lu,CHN,13.10.1997,4,Beijing,29.10.2023,Women,Marathon
3569,2:27:49,Gulume Chala,ETH,11.09.1992,2,Gold Coast,03.07.2016,Women,Marathon
3569,2:27:49,Nastassia Ivanova,BLR,04.11.1982,5,Olympiastadion,12.08.2018,Women,Marathon
3569,2:27:49,Merima Mohammed,BRN,10.06.1992,6,Frankfurt,29.10.2017,Women,Marathon
3569,2:27:49,Yukiko Akaba,JPN,18.10.1979,5,Chicago,13.10.2013,Women,Marathon
3569,2:27:49,Yanan Wei,CHN,06.12.1981,1,Shanghai,29.11.2009,Women,Marathon
3569,2:27:49,Ornella Ferrara,ITA,17.04.1968,1,Roma,28.03.2004,Women,Marathon
3569,2:27:49,Souad Kabouchia,MAR,12.08.1982,4,Firenze,28.11.2021,Women,Marathon
3569,2:27:49,Alevtina Ivanova,RUS,22.05.1975,1,Nagano,15.04.2007,Women,Marathon
3569,2:27:49,Laura Fogli,ITA,05.10.1959,6,Olympic Stadium,23.09.1988,Women,Marathon
3579,2:09:00,Yuki Osaka,JPN,26.10.1998,31,Osaka,22.02.2026,Men,Marathon
3579,2:09:00,Yemane Haileselassie,ERI,21.02.1998,4,Houston,11.01.2026,Men,Marathon
3579,2:09:00,Peter Githuka,KEN,14.02.1969,3,Chicago,07.10.2001,Men,Marathon
3579,2:09:00,Mohamed Ouaadi,FRA,01.01.1969,2,Otsu,03.03.2002,Men,Marathon
3579,2:09:00,Joseph Riri,KEN,01.01.1973,1,Otsu,06.03.2005,Men,Marathon
3579,2:09:00,Francis Kibiwott Larabal,KEN,15.09.1978,1,Seoul,01.11.2009,Men,Marathon
3579,2:09:00,David Kemboi Kiyeng,KEN,22.04.1983,4,Seoul,21.03.2010,Men,Marathon
3579,2:09:00,Benson Kipchumba Barus,KEN,04.07.1980,2,Roma,21.03.2010,Men,Marathon
3579,2:09:00,Francis Kiprop,KEN,25.12.1984,1,Beijing,16.10.2011,Men,Marathon
3579,2:09:00,Gebretsadik Abraha,ETH,16.07.1992,4,Xiamen,05.01.2013,Men,Marathon
3579,2:09:00,Joseph Gitau,KEN,03.01.1988,2,Fukuoka,01.12.2013,Men,Marathon
3579,2:09:00,Ser-Od Bat-Ochir,MGL,07.10.1981,1,Hofu,15.12.2013,Men,Marathon
3579,2:09:00,Julius Chepwony,KEN,01.01.1986,6,Daegu,06.04.2014,Men,Marathon
3579,2:09:00,Kenneth Mburu Mungara,KEN,07.09.1973,1,Gold Coast,03.07.2016,Men,Marathon
3579,2:09:00,Ishimael Bushendich,KEN,07.07.1991,1,Toronto,18.10.2015,Men,Marathon
3579,2:09:00,Guojian Dong,CHN,16.03.1987,4,Guangzhou,08.12.2019,Men,Marathon
3579,2:09:00,Koji Shimizu,JPN,17.10.1969,3,Tokyo,14.02.1999,Men,Marathon
3579,2:09:00,António Pinto,POR,22.03.1966,2,London,18.04.1999,Men,Marathon
3579,2:09:00,Mark Saina,KEN,10.11.1970,3,Torino,26.03.2000,Men,Marathon
3579,2:09:00,Abednego Cheruiyot,KEN,09.02.1994,5,Košice,05.10.2025,Men,Marathon
3579,2:09:00,Shadrack Kibitok,KEN,28.09.1995,11,Xiamen,05.01.2025,Men,Marathon
3579,2:09:00,Mekuant Ayenew,ETH,24.10.1991,3,Praha,07.05.2017,Men,Marathon
3579,2:09:00,Silas Sugut,KEN,07.12.1999,4,Seoul,03.11.2024,Men,Marathon
3579,2:09:00,Turbo Tumo,ETH,23.02.1970,2,Otsu,02.03.1997,Men,Marathon
3579,2:09:00,Simon Biwott,KEN,03.03.1972,1,Milano,03.12.2000,Men,Marathon
3579,2:09:00,Tachlowini Gabriyesos,ART,01.01.1998,19,Sevilla,19.02.2023,Men,Marathon
3579,2:09:00,Hailu Zewdu,ETH,02.05.1995,7,Košice,02.10.2022,Men,Marathon
3579,2:09:00,Conner Mantz,USA,08.12.1996,6,New York,03.11.2024,Men,Marathon
3583,2:27:50,Carla Beurskens,NED,10.02.1952,4,Chicago,20.10.1985,Women,Marathon
3583,2:27:50,Kim Jones,USA,02.05.1958,2,Berlin,29.09.1991,Women,Marathon
3583,2:27:50,Małgorzata Sobańska,POL,25.04.1969,6,Chicago,12.10.2003,Women,Marathon
3583,2:27:50,Rie Matsuoka,JPN,09.03.1977,3,Osaka,28.01.2001,Women,Marathon
3583,2:27:50,Hellen Jemaiyo Kimutai,KEN,28.12.1977,2,Frankfurt,25.10.2009,Women,Marathon
3583,2:27:50,Shuko Genemo,ETH,13.09.1995,1,Mumbai,17.01.2016,Women,Marathon
3583,2:27:50,Melkam Gizaw,ETH,17.09.1990,3,Düsseldorf,29.04.2012,Women,Marathon
3583,2:27:50,Abebech Afework,ETH,11.12.1990,1,Rotterdam,13.04.2014,Women,Marathon
3583,2:27:50,Diane Nukuri,BDI,01.12.1984,12,London,26.04.2015,Women,Marathon
3583,2:27:50,Anja Scherl,GER,12.04.1986,3,Hamburg,17.04.2016,Women,Marathon
3583,2:27:50,Meseret Hailu Debele,ETH,12.09.1990,5,Amsterdam,16.10.2016,Women,Marathon
3583,2:27:50,Haftamnesh Tesfaye,ETH,28.04.1994,9,Osaka,26.01.2020,Women,Marathon
3583,2:27:50,Azmera Abreha,ETH,31.01.1998,6,Abu Dhabi,13.12.2025,Women,Marathon
3583,2:27:50,Gutemi Shone Imana,ETH,17.11.1991,5,Lanzhou,25.05.2025,Women,Marathon
3583,2:27:50,Maggie Montoya,USA,02.05.1995,11,Rotterdam,13.04.2025,Women,Marathon
3583,2:27:50,Fetale Tsegaye,ETH,11.05.1998,5,Riyadh,11.02.2023,Women,Marathon
3583,2:27:50,Beji Bekelu,ETH,21.08.1999,7,Sevilla,23.02.2020,Women,Marathon
3583,2:27:50,Yeshimebet Tadesse Bifa,ETH,15.10.1988,13,Dubai,27.01.2012,Women,Marathon
3601,2:27:51,Louise Small,GBR,27.03.1992,10,Amsterdam,19.10.2025,Women,Marathon
3601,2:27:51,Bedatu Hirpa,ETH,28.04.1999,11,Chicago,12.10.2025,Women,Marathon
3601,2:27:51,Meizhen Li,CHN,03.01.1999,6,Wuxi,23.03.2025,Women,Marathon
3601,2:27:51,Medina Deme Armino,ETH,22.10.1997,7,Ljubljana,27.10.2019,Women,Marathon
3601,2:27:51,Feyne Gemeda,ETH,28.06.1992,5,Madrid,24.04.2022,Women,Marathon
3601,2:27:51,Hanae Tanaka,JPN,12.02.1990,10,Osaka,26.01.2020,Women,Marathon
3601,2:27:51,Desiree Linden,USA,26.07.1983,6,New York,04.11.2018,Women,Marathon
3601,2:27:51,Agnes Kiprop,KEN,14.01.1980,5,Nagoya,09.03.2014,Women,Marathon
3601,2:27:51,Silviya Skvortsova,RUS,16.11.1974,3,Toronto,16.10.2011,Women,Marathon
3601,2:27:51,Kateryna Stetsenko,UKR,16.01.1982,2,Dublin,25.10.2010,Women,Marathon
3601,2:27:51,Woynishet Girma,ETH,28.07.1986,4,Amsterdam,17.10.2010,Women,Marathon
3601,2:27:51,Melat Yisak Kejeta,GER,27.09.1992,3,Ottawa,28.05.2023,Women,Marathon
3601,2:27:51,Sofiya Shemsu,ETH,12.09.1994,6,Istanbul,03.11.2019,Women,Marathon
3601,2:27:51,Lidia Şimon,ROU,04.09.1973,8,National Stadium,17.08.2008,Women,Marathon
3601,2:27:51,Ingrid Kristiansen,NOR,21.03.1956,1,Houston,15.01.1984,Women,Marathon
3601,2:27:51,Miyoko Takahashi-Asahina,JPN,24.09.1969,5,Osaka,30.01.1994,Women,Marathon
3601,2:27:51,Constantina Dita-Tomescu,ROU,23.01.1970,7,London,23.04.2006,Women,Marathon
3607,2:09:01,Felix Limo,KEN,22.08.1980,3,Rotterdam,10.04.2005,Men,Marathon
3607,2:09:01,Yuki Kawauchi,JPN,05.03.1987,2,Gold Coast,03.07.2016,Men,Marathon
3607,2:09:01,Ronald Korir,KEN,10.04.1991,2,Seoul,30.10.2016,Men,Marathon
3607,2:09:01,Robert Chemosin,KEN,01.02.1989,4,Hamburg,23.04.2017,Men,Marathon
3607,2:09:01,Titus Ekiru,KEN,02.01.1992,1,Honolulu,09.12.2018,Men,Marathon
3607,2:09:01,Paul Muchemi Maina,KEN,31.12.1982,6,Mumbai,19.01.2020,Men,Marathon
3607,2:09:01,Sondre Nordstad Moen,NOR,12.01.1991,9,London,04.10.2020,Men,Marathon
3607,2:09:01,Yuki Matsumura,JPN,14.01.1993,29,Otsu,28.02.2021,Men,Marathon
3607,2:09:01,Gideon Kipkemoi Kipketer,KEN,10.11.1992,2,Seoul,01.11.2015,Men,Marathon
3607,2:09:01,Alfred Koech,KEN,,6,Eindhoven,10.10.2021,Men,Marathon
3607,2:09:01,Yerefu Birhanu,ETH,29.08.1986,3,Seoul,04.11.2007,Men,Marathon
3607,2:09:01,Akira Akasaki,JPN,21.01.1998,8,Fukuoka,04.12.2022,Men,Marathon
3607,2:09:01,Milkesa Mengesha,ETH,16.04.2000,10,London,27.04.2025,Men,Marathon
3607,2:09:01,Benson Tunyo,KEN,,18,Amsterdam,19.10.2025,Men,Marathon
3607,2:09:01,Sylvester Kimeli Teimet,KEN,04.06.1984,1,Shanghai,02.12.2012,Men,Marathon
3607,2:09:01,Beraki Beyene Zerea,ERI,06.02.1980,4,Hengshui,22.09.2012,Men,Marathon
3607,2:09:01,Solomon Tsige Asfaw,ETH,23.01.1985,3,Xiamen,07.01.2012,Men,Marathon
3607,2:09:01,Hailu Mekonnen,ETH,04.04.1980,8,Paris,11.04.2010,Men,Marathon
3607,2:09:01,David Mandago Kipkorir,KEN,15.12.1974,2,Seoul,01.11.2009,Men,Marathon
3607,2:09:01,Negari Getachew Terfa,ETH,01.01.1983,2f1,Xiamen,03.01.2009,Men,Marathon
3607,2:09:01,Samson Barmao,KEN,17.04.1982,7,Paris,06.04.2008,Men,Marathon
3607,2:09:01,Gerard Nijboer,NED,18.08.1955,1,Amsterdam,26.04.1980,Men,Marathon
3607,2:09:01,Moses Tanui,KEN,20.08.1965,1,Chuncheon,26.10.1997,Men,Marathon
3607,2:09:01,Sammy Kipchoge Korir,KEN,12.12.1971,1,San Diego,02.06.2002,Men,Marathon
3607,2:09:01,Mohamed El Ghazouany,MAR,02.09.1995,27,Valencia,01.12.2024,Men,Marathon
3607,2:09:01,Shengo Kebede,ETH,02.11.1989,4,Castellón,16.02.2020,Men,Marathon
3607,2:09:01,Gilbert Kipruto Kirwa,KEN,20.12.1985,2,Toronto,18.10.2015,Men,Marathon
3607,2:09:01,Stephen Chebon Kipkech,KEN,01.06.1995,13,Barcelona,15.03.2026,Men,Marathon
3607,2:09:01,Robert Ngeno,KEN,01.01.1994,4,Roma,22.03.2026,Men,Marathon
3607,2:09:01,Yuito Yamamoto,JPN,16.05.2001,32,Osaka,22.02.2026,Men,Marathon
3618,2:27:52,Betelihem Afenigus,ETH,29.04.2001,2,Guangzhou,21.12.2025,Women,Marathon
3618,2:27:52,Sheyla Eulogio Paucar,PER,22.02.1998,10,Sevilla,23.02.2025,Women,Marathon
3618,2:27:52,Annie Frisbie,USA,31.12.1996,14,Chicago,13.10.2024,Women,Marathon
3618,2:27:52,Rie Kawauchi,JPN,15.03.1995,13,Nagoya,13.03.2022,Women,Marathon
3618,2:27:52,Stellah Jepngetich Barsosio,KEN,12.03.1993,9,Milano,16.05.2021,Women,Marathon
3618,2:27:52,Truphena Chepchirchir,KEN,21.06.1990,3,Dongying,20.04.2019,Women,Marathon
3618,2:27:52,Purity Changwony,KEN,01.01.1990,2,Ljubljana,29.10.2017,Women,Marathon
3618,2:27:52,Winny Jepkorir,KEN,10.06.1990,2,Daegu,02.04.2017,Women,Marathon
3618,2:27:52,Agnes Jeruto Barsosio,KEN,05.08.1982,3,Chongqing,22.03.2015,Women,Marathon
3618,2:27:52,Rebeca Kangogo Chesir,KEN,04.12.1992,2,Düsseldorf,28.04.2013,Women,Marathon
3618,2:27:52,Edna Ngeringwony Kiplagat,KEN,15.11.1979,19,Olympic Stadium,05.08.2012,Women,Marathon
3618,2:27:52,Mika Okunaga,JPN,27.10.1982,7,Osaka,27.01.2008,Women,Marathon
3618,2:27:52,Małgorzata Sobańska,POL,25.04.1969,4,Tokyo,19.11.2000,Women,Marathon
3631,2:27:53,Desiree Davila,USA,26.07.1983,10,Olympiastadion,23.08.2009,Women,Marathon
3631,2:27:53,Mirriam Wangari,KEN,22.02.1979,3,Xiamen,03.01.2015,Women,Marathon
3631,2:27:53,Rael Nguriatukei Kinyara,KEN,04.04.1984,4,Shanghai,30.10.2016,Women,Marathon
3631,2:27:53,Gutemi Shone Imana,ETH,17.11.1991,7,Seoul,18.03.2018,Women,Marathon
3631,2:27:53,Sara Dossena,ITA,22.11.1984,6,Olympiastadion,12.08.2018,Women,Marathon
3631,2:27:53,Bethelhem Moges,ETH,03.05.1991,4,Rotterdam,07.04.2019,Women,Marathon
3631,2:27:53,Marta Galimany,ESP,05.10.1985,14,Sevilla,20.02.2022,Women,Marathon
3631,2:27:53,Mary Wacera Ngugi,KEN,17.12.1988,5,New York,05.11.2023,Women,Marathon
3631,2:27:53,Jon Su Gyong,PRK,15.01.2004,5,Beijing,02.11.2025,Women,Marathon
3631,2:27:53,Valentina Yegorova,RUS,16.02.1964,3,Nagoya,10.03.1996,Women,Marathon
3631,2:27:53,Monica Pont,ESP,03.06.1969,4,Osaka,28.01.1996,Women,Marathon
3631,2:27:53,Florence Barsosio,KEN,11.08.1976,1,Paris,08.04.2001,Women,Marathon
3631,2:27:53,Akemi Matsuno,JPN,27.04.1968,2,Nagoya,07.03.1993,Women,Marathon
3631,2:27:53,Manuela Machado,POR,09.08.1963,2,London,02.04.1995,Women,Marathon
3637,2:09:02,Jacob Yator,KEN,05.08.1982,1,Enschede,26.04.2009,Men,Marathon
3637,2:09:02,Tadesse Tolesa Aredo,ETH,07.01.1988,1,Padova,17.04.2011,Men,Marathon
3637,2:09:02,Sisay Lemma,ETH,12.12.1990,1,Warszawa,21.04.2013,Men,Marathon
3637,2:09:02,Albert Korir,KEN,02.03.1994,2,Cape Town,23.09.2018,Men,Marathon
3637,2:09:02,Raymond Kipchumba Choge,KEN,02.01.1988,4,Wien,07.04.2019,Men,Marathon
3637,2:09:02,Asbel Kipsang,KEN,10.09.1993,3,Shanghai,12.11.2017,Men,Marathon
3637,2:09:02,Oqbe Kibrom Ruesom,ERI,01.01.1998,16,Autzen Complex,17.07.2022,Men,Marathon
3637,2:09:02,Wesley Kiptoo,USA,07.07.1999,14,Chicago,12.10.2025,Men,Marathon
3637,2:09:02,Abdellah Tagharrafet,MAR,01.01.1985,10,Daegu,07.04.2024,Men,Marathon
3637,2:09:02,Moses Kibet,KEN,04.02.1997,1,Guangzhou,10.12.2023,Men,Marathon
3637,2:09:02,Bayelign Teshager,ETH,09.02.2000,30,Osaka,26.02.2023,Men,Marathon
3637,2:09:02,Hosea Kiprono,KEN,,4,Milano,07.04.2019,Men,Marathon
3637,2:09:02,Ryan Hall,USA,14.10.1982,1,New York,03.11.2007,Men,Marathon
3645,2:27:54,Ayaka Inoue,JPN,19.06.1991,11,Osaka,26.01.2020,Women,Marathon
3645,2:27:54,Natasha Wodak,CAN,17.12.1981,5,Toronto,20.10.2024,Women,Marathon
3645,2:27:54,Emily Chebet Kipchumba,KEN,16.02.1998,1,La Rochelle,24.11.2024,Women,Marathon
3645,2:27:54,Jovana De La Cruz,PER,12.07.1992,4,Wien,21.04.2024,Women,Marathon
3645,2:27:54,Medina Deme Armino,ETH,22.10.1997,10,Frankfurt,29.10.2023,Women,Marathon
3645,2:27:54,Chloé Herbiet,BEL,03.12.1998,1,Eindhoven,08.10.2023,Women,Marathon
3645,2:27:54,Isobel Batt-Doyle,AUS,14.09.1995,10,Nagoya,12.03.2023,Women,Marathon
3645,2:27:54,Ruth Jepkoech Kutol,KEN,16.05.1973,2,Paris,08.04.2001,Women,Marathon
3645,2:27:54,Miharu Shimokado,JPN,24.04.1990,6,Nagoya,12.03.2017,Women,Marathon
3645,2:27:54,Sultan Haydar,TUR,23.06.1987,10,Dubai,24.01.2014,Women,Marathon
3645,2:27:54,Beata Naigambo,NAM,11.03.1980,9,Dubai,25.01.2013,Women,Marathon
3645,2:27:54,Alemitu Abera Begna,ETH,01.01.1986,2,Istanbul,17.10.2010,Women,Marathon
3645,2:27:54,Leila Aman,ETH,24.11.1977,5,Berlin,26.09.2004,Women,Marathon
3645,2:27:54,Liz Mccolgan,GBR,24.05.1964,1,London,21.04.1996,Women,Marathon
3645,2:27:54,Lily Partridge,GBR,09.03.1991,17,Valencia,07.12.2025,Women,Marathon
3645,2:27:54,Mary Jepkosgei Keitany,KEN,18.01.1982,2,New York,05.11.2017,Women,Marathon
3645,2:27:54,Nelly Tirop,KEN,01.01.1998,4,Düsseldorf,26.04.2026,Women,Marathon
3645,2:27:54,Tiziana Alagia,ITA,08.03.1973,1,Torino,01.04.2001,Women,Marathon
3650,2:09:03,Mariko Kipchumba Kiplagat,KEN,04.07.1974,4,Berlin,28.09.2008,Men,Marathon
3650,2:09:03,Hailu Negussie,ETH,16.04.1978,1,Xiamen,30.03.2003,Men,Marathon
3650,2:09:03,José Ríos,ESP,15.03.1974,2,Otsu,06.03.2005,Men,Marathon
3650,2:09:03,Abdelkader El Mouaziz,MAR,01.01.1969,4,London,17.04.2005,Men,Marathon
3650,2:09:03,Kelkile Gezahegn,ETH,01.10.1996,8,Rotterdam,07.04.2019,Men,Marathon
3650,2:09:03,Guta Abiyote,ETH,10.10.1985,4,Dubai,22.01.2010,Men,Marathon
3650,2:09:03,Shume Gerbaba,ETH,19.11.1982,1,Casablanca,24.10.2010,Men,Marathon
3650,2:09:03,Terefe Zewdie Merega,ETH,23.10.1982,6,Frankfurt,31.10.2010,Men,Marathon
3650,2:09:03,Yuta Shitara,JPN,18.12.1991,6,Berlin,24.09.2017,Men,Marathon
3650,2:09:03,Yoshinori Oda,JPN,05.12.1980,4,Tokyo,27.02.2011,Men,Marathon
3650,2:09:03,Teferi Bacha,ETH,21.01.1981,2,Shanghai,02.12.2012,Men,Marathon
3650,2:09:03,Douglas Wakiihuri,KEN,26.09.1963,1,London,23.04.1989,Men,Marathon
3650,2:09:03,Solomon Kiptoo,KEN,01.01.1989,2,Toronto,20.10.2013,Men,Marathon
3650,2:09:03,Birhanu Teshome,ETH,01.01.1996,2,Hefei,12.11.2016,Men,Marathon
3650,2:09:03,Byambajav Tseveenravdan,MGL,07.07.1990,5,Oita,02.02.2020,Men,Marathon
3650,2:09:03,Haymanot Alew,ETH,11.11.1997,2,Mumbai,21.01.2024,Men,Marathon
3650,2:09:03,Hamza Sahli,MAR,10.05.1993,1,Casablanca,27.10.2024,Men,Marathon
3650,2:09:03,Gerba Dibaba,ETH,14.10.2000,4,Frankfurt,27.10.2024,Men,Marathon
3650,2:09:03,Tadele Demise,ETH,19.09.2003,1,Gunsan,06.04.2025,Men,Marathon
3650,2:09:03,Hailu Zewdu,ETH,02.05.1995,10,Paris,13.04.2025,Men,Marathon
3650,2:09:03,Daisuke Uekado,JPN,11.12.1993,12,Seoul,15.03.2026,Men,Marathon
3650,2:09:03,Davis Kiplangat,KEN,10.07.1998,1,Zürich,12.04.2026,Men,Marathon
3650,2:09:03,Samwel Kiptoo,KEN,01.01.1992,4,Wien,19.04.2026,Men,Marathon
3650,2:09:03,Samuel Kiplimo Kosgei,KEN,20.01.1986,2,Chuncheon,23.10.2016,Men,Marathon
3650,2:09:03,Michael Heilmann,GDR,26.10.1961,4,Hiroshima,14.04.1985,Men,Marathon
3663,2:27:55,Claudia Dreher,GER,02.05.1971,1,Hannover,16.05.1999,Women,Marathon
3663,2:27:55,Urge Diro,ETH,16.01.1994,12,Frankfurt,26.10.2025,Women,Marathon
3663,2:27:55,Elifinesh Demise,ETH,07.08.2005,6,Lanzhou,25.05.2025,Women,Marathon
3663,2:27:55,Failuna Matanga,TAN,28.10.1992,3,Hamburg,28.04.2019,Women,Marathon
3663,2:27:55,Kwang-Ok Ri,PRK,27.07.1996,3,Pyongyang,08.04.2018,Women,Marathon
3663,2:27:55,Anna Hahner,GER,20.11.1989,8,Frankfurt,27.10.2013,Women,Marathon
3663,2:27:55,Lamei Sun,CHN,04.01.1991,2,Beijing,25.11.2012,Women,Marathon
3663,2:27:55,Yuanyuan Yin,CHN,31.05.1991,3,Dalian,30.04.2011,Women,Marathon
3663,2:27:55,Xiujuan Ren,CHN,14.09.1974,10,Olympic Stadium,24.09.2000,Women,Marathon
3663,2:27:55,Midori Fumoto-Shimizu,JPN,18.12.1971,4,Nagoya,12.03.2000,Women,Marathon
3663,2:27:55,Mari Tanigawa,JPN,27.10.1962,1,Paris,24.04.1994,Women,Marathon
3663,2:27:55,Deshun Zhang,CHN,21.02.1996,2,Qiantang River Green Belt,05.10.2023,Women,Marathon
3675,2:09:04,Bazezew Asmare,ETH,11.09.1996,7,Rotterdam,13.04.2025,Men,Marathon
3675,2:09:04,Workineh Tadese,ETH,13.12.2000,4,Toronto,19.10.2025,Men,Marathon
